pair_id,pair_role,pair_type,unordered_entity_a,unordered_entity_b,label_a_to_b,label_b_to_a,student_entity,supervisor_entity,train_entity_1,train_entity_2,train_label,reverse_entity_1,reverse_entity_2,reverse_label,reverse_split
pair_000188,query,supervision_edge,entity_0275,entity_0050,1,0,entity_0275,entity_0050,entity_0050,entity_0275,0,entity_0275,entity_0050,1,test
pair_000189,query,supervision_edge,entity_0402,entity_0441,1,0,entity_0402,entity_0441,entity_0402,entity_0441,1,entity_0441,entity_0402,0,test
pair_000190,demo,supervision_edge,entity_0327,entity_0214,1,0,entity_0327,entity_0214,entity_0214,entity_0327,0,entity_0327,entity_0214,1,train
pair_000191,demo,supervision_edge,entity_0046,entity_0253,1,0,entity_0046,entity_0253,entity_0253,entity_0046,0,entity_0046,entity_0253,1,train
pair_000192,demo,supervision_edge,entity_0083,entity_0353,1,0,entity_0083,entity_0353,entity_0353,entity_0083,0,entity_0083,entity_0353,1,train
pair_000193,query,supervision_edge,entity_0166,entity_0354,1,0,entity_0166,entity_0354,entity_0166,entity_0354,1,entity_0354,entity_0166,0,test
pair_000194,query,supervision_edge,entity_0071,entity_0201,1,0,entity_0071,entity_0201,entity_0201,entity_0071,0,entity_0071,entity_0201,1,test
pair_000195,demo,supervision_edge,entity_0086,entity_0248,1,0,entity_0086,entity_0248,entity_0086,entity_0248,1,entity_0248,entity_0086,0,train
pair_000196,query,supervision_edge,entity_0376,entity_0354,1,0,entity_0376,entity_0354,entity_0354,entity_0376,0,entity_0376,entity_0354,1,test
pair_000197,demo,supervision_edge,entity_0036,entity_0199,1,0,entity_0036,entity_0199,entity_0199,entity_0036,0,entity_0036,entity_0199,1,train
pair_000198,query,supervision_edge,entity_0262,entity_0133,1,0,entity_0262,entity_0133,entity_0133,entity_0262,0,entity_0262,entity_0133,1,test
pair_000199,query,supervision_edge,entity_0451,entity_0417,1,0,entity_0451,entity_0417,entity_0417,entity_0451,0,entity_0451,entity_0417,1,test
pair_000200,demo,supervision_edge,entity_0361,entity_0453,1,0,entity_0361,entity_0453,entity_0361,entity_0453,1,entity_0453,entity_0361,0,train
pair_000201,query,supervision_edge,entity_0419,entity_0077,1,0,entity_0419,entity_0077,entity_0419,entity_0077,1,entity_0077,entity_0419,0,test
pair_000202,demo,supervision_edge,entity_0014,entity_0016,1,0,entity_0014,entity_0016,entity_0016,entity_0014,0,entity_0014,entity_0016,1,train
pair_000203,demo,supervision_edge,entity_0414,entity_0060,1,0,entity_0414,entity_0060,entity_0060,entity_0414,0,entity_0414,entity_0060,1,train
pair_000204,demo,supervision_edge,entity_0263,entity_0444,1,0,entity_0263,entity_0444,entity_0444,entity_0263,0,entity_0263,entity_0444,1,train
pair_000205,query,supervision_edge,entity_0307,entity_0077,1,0,entity_0307,entity_0077,entity_0077,entity_0307,0,entity_0307,entity_0077,1,test
pair_000206,demo,supervision_edge,entity_0254,entity_0077,1,0,entity_0254,entity_0077,entity_0077,entity_0254,0,entity_0254,entity_0077,1,train
pair_000207,query,supervision_edge,entity_0266,entity_0034,1,0,entity_0266,entity_0034,entity_0034,entity_0266,0,entity_0266,entity_0034,1,test
pair_000208,demo,supervision_edge,entity_0237,entity_0477,1,0,entity_0237,entity_0477,entity_0477,entity_0237,0,entity_0237,entity_0477,1,train
pair_000209,query,supervision_edge,entity_0293,entity_0006,1,0,entity_0293,entity_0006,entity_0006,entity_0293,0,entity_0293,entity_0006,1,test
pair_000210,demo,supervision_edge,entity_0104,entity_0353,1,0,entity_0104,entity_0353,entity_0104,entity_0353,1,entity_0353,entity_0104,0,train
pair_000211,query,supervision_edge,entity_0346,entity_0252,1,0,entity_0346,entity_0252,entity_0252,entity_0346,0,entity_0346,entity_0252,1,test
pair_000212,demo,supervision_edge,entity_0492,entity_0468,1,0,entity_0492,entity_0468,entity_0492,entity_0468,1,entity_0468,entity_0492,0,train
pair_000213,query,supervision_edge,entity_0061,entity_0110,1,0,entity_0061,entity_0110,entity_0110,entity_0061,0,entity_0061,entity_0110,1,test
pair_000214,demo,supervision_edge,entity_0326,entity_0006,1,0,entity_0326,entity_0006,entity_0326,entity_0006,1,entity_0006,entity_0326,0,train
pair_000215,query,supervision_edge,entity_0383,entity_0468,1,0,entity_0383,entity_0468,entity_0468,entity_0383,0,entity_0383,entity_0468,1,test
pair_000216,demo,supervision_edge,entity_0047,entity_0252,1,0,entity_0047,entity_0252,entity_0252,entity_0047,0,entity_0047,entity_0252,1,train
pair_000217,demo,supervision_edge,entity_0160,entity_0023,1,0,entity_0160,entity_0023,entity_0160,entity_0023,1,entity_0023,entity_0160,0,train
pair_000218,demo,supervision_edge,entity_0349,entity_0006,1,0,entity_0349,entity_0006,entity_0006,entity_0349,0,entity_0349,entity_0006,1,train
pair_000219,demo,supervision_edge,entity_0010,entity_0041,1,0,entity_0010,entity_0041,entity_0041,entity_0010,0,entity_0010,entity_0041,1,train
pair_000220,query,supervision_edge,entity_0386,entity_0126,1,0,entity_0386,entity_0126,entity_0126,entity_0386,0,entity_0386,entity_0126,1,test
pair_000221,demo,supervision_edge,entity_0406,entity_0140,1,0,entity_0406,entity_0140,entity_0140,entity_0406,0,entity_0406,entity_0140,1,train
pair_000222,demo,supervision_edge,entity_0293,entity_0325,1,0,entity_0293,entity_0325,entity_0325,entity_0293,0,entity_0293,entity_0325,1,train
pair_000223,query,supervision_edge,entity_0408,entity_0468,1,0,entity_0408,entity_0468,entity_0408,entity_0468,1,entity_0468,entity_0408,0,test
pair_000224,query,supervision_edge,entity_0151,entity_0474,1,0,entity_0151,entity_0474,entity_0151,entity_0474,1,entity_0474,entity_0151,0,test
pair_000225,query,supervision_edge,entity_0087,entity_0439,1,0,entity_0087,entity_0439,entity_0087,entity_0439,1,entity_0439,entity_0087,0,test
pair_000226,query,supervision_edge,entity_0045,entity_0398,1,0,entity_0045,entity_0398,entity_0045,entity_0398,1,entity_0398,entity_0045,0,test
pair_000227,query,supervision_edge,entity_0135,entity_0248,1,0,entity_0135,entity_0248,entity_0248,entity_0135,0,entity_0135,entity_0248,1,test
pair_000228,query,supervision_edge,entity_0264,entity_0257,1,0,entity_0264,entity_0257,entity_0257,entity_0264,0,entity_0264,entity_0257,1,test
pair_000229,demo,supervision_edge,entity_0388,entity_0253,1,0,entity_0388,entity_0253,entity_0388,entity_0253,1,entity_0253,entity_0388,0,train
pair_000230,demo,supervision_edge,entity_0242,entity_0401,1,0,entity_0242,entity_0401,entity_0242,entity_0401,1,entity_0401,entity_0242,0,train
pair_000231,query,supervision_edge,entity_0296,entity_0496,1,0,entity_0296,entity_0496,entity_0296,entity_0496,1,entity_0496,entity_0296,0,test
pair_000232,query,supervision_edge,entity_0099,entity_0427,1,0,entity_0099,entity_0427,entity_0427,entity_0099,0,entity_0099,entity_0427,1,test
pair_000233,query,supervision_edge,entity_0369,entity_0199,1,0,entity_0369,entity_0199,entity_0369,entity_0199,1,entity_0199,entity_0369,0,test
pair_000234,query,supervision_edge,entity_0494,entity_0441,1,0,entity_0494,entity_0441,entity_0441,entity_0494,0,entity_0494,entity_0441,1,test
pair_000235,query,supervision_edge,entity_0031,entity_0474,1,0,entity_0031,entity_0474,entity_0474,entity_0031,0,entity_0031,entity_0474,1,test
pair_000236,demo,supervision_edge,entity_0270,entity_0273,1,0,entity_0270,entity_0273,entity_0273,entity_0270,0,entity_0270,entity_0273,1,train
pair_000237,query,supervision_edge,entity_0027,entity_0239,1,0,entity_0027,entity_0239,entity_0027,entity_0239,1,entity_0239,entity_0027,0,test
pair_000238,demo,supervision_edge,entity_0333,entity_0199,1,0,entity_0333,entity_0199,entity_0199,entity_0333,0,entity_0333,entity_0199,1,train
pair_000239,demo,supervision_edge,entity_0487,entity_0257,1,0,entity_0487,entity_0257,entity_0487,entity_0257,1,entity_0257,entity_0487,0,train
pair_000240,query,supervision_edge,entity_0342,entity_0444,1,0,entity_0342,entity_0444,entity_0342,entity_0444,1,entity_0444,entity_0342,0,test
pair_000241,query,supervision_edge,entity_0230,entity_0331,1,0,entity_0230,entity_0331,entity_0230,entity_0331,1,entity_0331,entity_0230,0,test
pair_000242,demo,supervision_edge,entity_0275,entity_0026,1,0,entity_0275,entity_0026,entity_0275,entity_0026,1,entity_0026,entity_0275,0,train
pair_000243,query,supervision_edge,entity_0091,entity_0417,1,0,entity_0091,entity_0417,entity_0417,entity_0091,0,entity_0091,entity_0417,1,test
pair_000244,query,supervision_edge,entity_0198,entity_0239,1,0,entity_0198,entity_0239,entity_0198,entity_0239,1,entity_0239,entity_0198,0,test
pair_000245,query,supervision_edge,entity_0497,entity_0059,1,0,entity_0497,entity_0059,entity_0497,entity_0059,1,entity_0059,entity_0497,0,test
pair_000246,demo,supervision_edge,entity_0481,entity_0131,1,0,entity_0481,entity_0131,entity_0131,entity_0481,0,entity_0481,entity_0131,1,train
pair_000247,query,supervision_edge,entity_0231,entity_0220,1,0,entity_0231,entity_0220,entity_0231,entity_0220,1,entity_0220,entity_0231,0,test
pair_000248,demo,supervision_edge,entity_0206,entity_0060,1,0,entity_0206,entity_0060,entity_0206,entity_0060,1,entity_0060,entity_0206,0,train
pair_000249,demo,supervision_edge,entity_0210,entity_0115,1,0,entity_0210,entity_0115,entity_0210,entity_0115,1,entity_0115,entity_0210,0,train
pair_000250,demo,supervision_edge,entity_0469,entity_0059,1,0,entity_0469,entity_0059,entity_0469,entity_0059,1,entity_0059,entity_0469,0,train
pair_000251,demo,supervision_edge,entity_0216,entity_0325,1,0,entity_0216,entity_0325,entity_0216,entity_0325,1,entity_0325,entity_0216,0,train
pair_000252,query,supervision_edge,entity_0272,entity_0138,1,0,entity_0272,entity_0138,entity_0138,entity_0272,0,entity_0272,entity_0138,1,test
pair_000253,demo,supervision_edge,entity_0374,entity_0103,1,0,entity_0374,entity_0103,entity_0374,entity_0103,1,entity_0103,entity_0374,0,train
pair_000254,query,supervision_edge,entity_0317,entity_0352,1,0,entity_0317,entity_0352,entity_0352,entity_0317,0,entity_0317,entity_0352,1,test
pair_000255,query,supervision_edge,entity_0282,entity_0003,1,0,entity_0282,entity_0003,entity_0282,entity_0003,1,entity_0003,entity_0282,0,test
pair_000256,demo,supervision_edge,entity_0324,entity_0016,1,0,entity_0324,entity_0016,entity_0324,entity_0016,1,entity_0016,entity_0324,0,train
pair_000257,demo,supervision_edge,entity_0097,entity_0138,1,0,entity_0097,entity_0138,entity_0138,entity_0097,0,entity_0097,entity_0138,1,train
pair_000258,demo,supervision_edge,entity_0313,entity_0227,1,0,entity_0313,entity_0227,entity_0313,entity_0227,1,entity_0227,entity_0313,0,train
pair_000259,query,supervision_edge,entity_0134,entity_0162,1,0,entity_0134,entity_0162,entity_0162,entity_0134,0,entity_0134,entity_0162,1,test
pair_000260,demo,supervision_edge,entity_0146,entity_0398,1,0,entity_0146,entity_0398,entity_0146,entity_0398,1,entity_0398,entity_0146,0,train
pair_000261,demo,supervision_edge,entity_0221,entity_0453,1,0,entity_0221,entity_0453,entity_0453,entity_0221,0,entity_0221,entity_0453,1,train
pair_000262,query,supervision_edge,entity_0127,entity_0252,1,0,entity_0127,entity_0252,entity_0127,entity_0252,1,entity_0252,entity_0127,0,test
pair_000263,query,supervision_edge,entity_0420,entity_0499,1,0,entity_0420,entity_0499,entity_0499,entity_0420,0,entity_0420,entity_0499,1,test
pair_000264,query,supervision_edge,entity_0049,entity_0257,1,0,entity_0049,entity_0257,entity_0049,entity_0257,1,entity_0257,entity_0049,0,test
pair_000265,demo,supervision_edge,entity_0278,entity_0054,1,0,entity_0278,entity_0054,entity_0054,entity_0278,0,entity_0278,entity_0054,1,train
pair_000266,query,supervision_edge,entity_0459,entity_0041,1,0,entity_0459,entity_0041,entity_0041,entity_0459,0,entity_0459,entity_0041,1,test
pair_000267,query,supervision_edge,entity_0476,entity_0398,1,0,entity_0476,entity_0398,entity_0398,entity_0476,0,entity_0476,entity_0398,1,test
pair_000268,demo,supervision_edge,entity_0217,entity_0483,1,0,entity_0217,entity_0483,entity_0217,entity_0483,1,entity_0483,entity_0217,0,train
pair_000269,query,supervision_edge,entity_0408,entity_0059,1,0,entity_0408,entity_0059,entity_0059,entity_0408,0,entity_0408,entity_0059,1,test
pair_000270,query,supervision_edge,entity_0429,entity_0477,1,0,entity_0429,entity_0477,entity_0429,entity_0477,1,entity_0477,entity_0429,0,test
pair_000271,demo,supervision_edge,entity_0394,entity_0156,1,0,entity_0394,entity_0156,entity_0394,entity_0156,1,entity_0156,entity_0394,0,train
pair_000272,demo,supervision_edge,entity_0031,entity_0185,1,0,entity_0031,entity_0185,entity_0031,entity_0185,1,entity_0185,entity_0031,0,train
pair_000273,query,supervision_edge,entity_0358,entity_0439,1,0,entity_0358,entity_0439,entity_0358,entity_0439,1,entity_0439,entity_0358,0,test
pair_000274,demo,supervision_edge,entity_0154,entity_0474,1,0,entity_0154,entity_0474,entity_0154,entity_0474,1,entity_0474,entity_0154,0,train
pair_000275,demo,supervision_edge,entity_0143,entity_0020,1,0,entity_0143,entity_0020,entity_0020,entity_0143,0,entity_0143,entity_0020,1,train
pair_000276,query,supervision_edge,entity_0181,entity_0465,1,0,entity_0181,entity_0465,entity_0465,entity_0181,0,entity_0181,entity_0465,1,test
pair_000277,demo,supervision_edge,entity_0455,entity_0467,1,0,entity_0455,entity_0467,entity_0455,entity_0467,1,entity_0467,entity_0455,0,train
pair_000278,query,supervision_edge,entity_0282,entity_0401,1,0,entity_0282,entity_0401,entity_0401,entity_0282,0,entity_0282,entity_0401,1,test
pair_000279,demo,supervision_edge,entity_0158,entity_0156,1,0,entity_0158,entity_0156,entity_0158,entity_0156,1,entity_0156,entity_0158,0,train
pair_000280,demo,supervision_edge,entity_0207,entity_0248,1,0,entity_0207,entity_0248,entity_0248,entity_0207,0,entity_0207,entity_0248,1,train
pair_000281,query,supervision_edge,entity_0319,entity_0325,1,0,entity_0319,entity_0325,entity_0325,entity_0319,0,entity_0319,entity_0325,1,test
pair_000282,demo,supervision_edge,entity_0033,entity_0227,1,0,entity_0033,entity_0227,entity_0033,entity_0227,1,entity_0227,entity_0033,0,train
pair_000283,demo,supervision_edge,entity_0245,entity_0441,1,0,entity_0245,entity_0441,entity_0441,entity_0245,0,entity_0245,entity_0441,1,train
pair_000284,query,supervision_edge,entity_0466,entity_0020,1,0,entity_0466,entity_0020,entity_0466,entity_0020,1,entity_0020,entity_0466,0,test
pair_000285,query,supervision_edge,entity_0309,entity_0109,1,0,entity_0309,entity_0109,entity_0309,entity_0109,1,entity_0109,entity_0309,0,test
pair_000286,demo,supervision_edge,entity_0446,entity_0220,1,0,entity_0446,entity_0220,entity_0220,entity_0446,0,entity_0446,entity_0220,1,train
pair_000287,demo,supervision_edge,entity_0347,entity_0339,1,0,entity_0347,entity_0339,entity_0347,entity_0339,1,entity_0339,entity_0347,0,train
pair_000288,demo,supervision_edge,entity_0142,entity_0050,1,0,entity_0142,entity_0050,entity_0142,entity_0050,1,entity_0050,entity_0142,0,train
pair_000289,demo,supervision_edge,entity_0452,entity_0401,1,0,entity_0452,entity_0401,entity_0401,entity_0452,0,entity_0452,entity_0401,1,train
pair_000290,demo,supervision_edge,entity_0002,entity_0115,1,0,entity_0002,entity_0115,entity_0002,entity_0115,1,entity_0115,entity_0002,0,train
pair_000291,query,supervision_edge,entity_0410,entity_0059,1,0,entity_0410,entity_0059,entity_0059,entity_0410,0,entity_0410,entity_0059,1,test
pair_000292,demo,supervision_edge,entity_0146,entity_0441,1,0,entity_0146,entity_0441,entity_0441,entity_0146,0,entity_0146,entity_0441,1,train
pair_000293,demo,supervision_edge,entity_0067,entity_0343,1,0,entity_0067,entity_0343,entity_0343,entity_0067,0,entity_0067,entity_0343,1,train
pair_000294,query,supervision_edge,entity_0228,entity_0467,1,0,entity_0228,entity_0467,entity_0228,entity_0467,1,entity_0467,entity_0228,0,test
pair_000295,query,supervision_edge,entity_0055,entity_0107,1,0,entity_0055,entity_0107,entity_0107,entity_0055,0,entity_0055,entity_0107,1,test
pair_000296,demo,supervision_edge,entity_0478,entity_0133,1,0,entity_0478,entity_0133,entity_0133,entity_0478,0,entity_0478,entity_0133,1,train
pair_000297,query,supervision_edge,entity_0243,entity_0078,1,0,entity_0243,entity_0078,entity_0078,entity_0243,0,entity_0243,entity_0078,1,test
pair_000298,query,supervision_edge,entity_0378,entity_0037,1,0,entity_0378,entity_0037,entity_0378,entity_0037,1,entity_0037,entity_0378,0,test
pair_000299,demo,supervision_edge,entity_0366,entity_0229,1,0,entity_0366,entity_0229,entity_0366,entity_0229,1,entity_0229,entity_0366,0,train
pair_000300,query,supervision_edge,entity_0083,entity_0464,1,0,entity_0083,entity_0464,entity_0464,entity_0083,0,entity_0083,entity_0464,1,test
pair_000301,demo,supervision_edge,entity_0312,entity_0220,1,0,entity_0312,entity_0220,entity_0312,entity_0220,1,entity_0220,entity_0312,0,train
pair_000302,query,supervision_edge,entity_0029,entity_0430,1,0,entity_0029,entity_0430,entity_0029,entity_0430,1,entity_0430,entity_0029,0,test
pair_000303,demo,supervision_edge,entity_0261,entity_0286,1,0,entity_0261,entity_0286,entity_0286,entity_0261,0,entity_0261,entity_0286,1,train
pair_000304,demo,supervision_edge,entity_0498,entity_0131,1,0,entity_0498,entity_0131,entity_0498,entity_0131,1,entity_0131,entity_0498,0,train
pair_000305,query,supervision_edge,entity_0279,entity_0286,1,0,entity_0279,entity_0286,entity_0279,entity_0286,1,entity_0286,entity_0279,0,test
pair_000306,query,supervision_edge,entity_0013,entity_0063,1,0,entity_0013,entity_0063,entity_0013,entity_0063,1,entity_0063,entity_0013,0,test
pair_000307,query,supervision_edge,entity_0290,entity_0252,1,0,entity_0290,entity_0252,entity_0252,entity_0290,0,entity_0290,entity_0252,1,test
pair_000308,demo,supervision_edge,entity_0462,entity_0006,1,0,entity_0462,entity_0006,entity_0006,entity_0462,0,entity_0462,entity_0006,1,train
pair_000309,query,supervision_edge,entity_0057,entity_0413,1,0,entity_0057,entity_0413,entity_0413,entity_0057,0,entity_0057,entity_0413,1,test
pair_000310,demo,supervision_edge,entity_0255,entity_0191,1,0,entity_0255,entity_0191,entity_0255,entity_0191,1,entity_0191,entity_0255,0,train
pair_000311,query,supervision_edge,entity_0167,entity_0465,1,0,entity_0167,entity_0465,entity_0167,entity_0465,1,entity_0465,entity_0167,0,test
pair_000312,query,supervision_edge,entity_0244,entity_0483,1,0,entity_0244,entity_0483,entity_0244,entity_0483,1,entity_0483,entity_0244,0,test
pair_000313,demo,supervision_edge,entity_0400,entity_0475,1,0,entity_0400,entity_0475,entity_0475,entity_0400,0,entity_0400,entity_0475,1,train
pair_000314,demo,supervision_edge,entity_0387,entity_0253,1,0,entity_0387,entity_0253,entity_0387,entity_0253,1,entity_0253,entity_0387,0,train
pair_000315,query,supervision_edge,entity_0036,entity_0339,1,0,entity_0036,entity_0339,entity_0339,entity_0036,0,entity_0036,entity_0339,1,test
pair_000316,query,supervision_edge,entity_0044,entity_0201,1,0,entity_0044,entity_0201,entity_0201,entity_0044,0,entity_0044,entity_0201,1,test
pair_000317,demo,supervision_edge,entity_0350,entity_0205,1,0,entity_0350,entity_0205,entity_0205,entity_0350,0,entity_0350,entity_0205,1,train
pair_000318,demo,supervision_edge,entity_0306,entity_0353,1,0,entity_0306,entity_0353,entity_0306,entity_0353,1,entity_0353,entity_0306,0,train
pair_000319,query,supervision_edge,entity_0307,entity_0439,1,0,entity_0307,entity_0439,entity_0439,entity_0307,0,entity_0307,entity_0439,1,test
pair_000320,query,supervision_edge,entity_0374,entity_0477,1,0,entity_0374,entity_0477,entity_0477,entity_0374,0,entity_0374,entity_0477,1,test
pair_000321,demo,supervision_edge,entity_0030,entity_0334,1,0,entity_0030,entity_0334,entity_0334,entity_0030,0,entity_0030,entity_0334,1,train
pair_000322,demo,supervision_edge,entity_0298,entity_0438,1,0,entity_0298,entity_0438,entity_0298,entity_0438,1,entity_0438,entity_0298,0,train
pair_000323,demo,supervision_edge,entity_0482,entity_0438,1,0,entity_0482,entity_0438,entity_0438,entity_0482,0,entity_0482,entity_0438,1,train
pair_000324,demo,supervision_edge,entity_0433,entity_0440,1,0,entity_0433,entity_0440,entity_0433,entity_0440,1,entity_0440,entity_0433,0,train
pair_000325,query,supervision_edge,entity_0119,entity_0239,1,0,entity_0119,entity_0239,entity_0239,entity_0119,0,entity_0119,entity_0239,1,test
pair_000326,query,supervision_edge,entity_0118,entity_0495,1,0,entity_0118,entity_0495,entity_0118,entity_0495,1,entity_0495,entity_0118,0,test
pair_000327,query,supervision_edge,entity_0022,entity_0026,1,0,entity_0022,entity_0026,entity_0026,entity_0022,0,entity_0022,entity_0026,1,test
pair_000328,demo,supervision_edge,entity_0332,entity_0066,1,0,entity_0332,entity_0066,entity_0066,entity_0332,0,entity_0332,entity_0066,1,train
pair_000329,query,supervision_edge,entity_0301,entity_0465,1,0,entity_0301,entity_0465,entity_0301,entity_0465,1,entity_0465,entity_0301,0,test
pair_000330,demo,supervision_edge,entity_0170,entity_0041,1,0,entity_0170,entity_0041,entity_0170,entity_0041,1,entity_0041,entity_0170,0,train
pair_000331,demo,supervision_edge,entity_0150,entity_0413,1,0,entity_0150,entity_0413,entity_0150,entity_0413,1,entity_0413,entity_0150,0,train
pair_000332,query,supervision_edge,entity_0105,entity_0089,1,0,entity_0105,entity_0089,entity_0089,entity_0105,0,entity_0105,entity_0089,1,test
pair_000333,demo,supervision_edge,entity_0367,entity_0140,1,0,entity_0367,entity_0140,entity_0140,entity_0367,0,entity_0367,entity_0140,1,train
pair_000334,demo,supervision_edge,entity_0437,entity_0191,1,0,entity_0437,entity_0191,entity_0437,entity_0191,1,entity_0191,entity_0437,0,train
pair_000335,demo,supervision_edge,entity_0062,entity_0169,1,0,entity_0062,entity_0169,entity_0169,entity_0062,0,entity_0062,entity_0169,1,train
pair_000336,demo,supervision_edge,entity_0168,entity_0059,1,0,entity_0168,entity_0059,entity_0168,entity_0059,1,entity_0059,entity_0168,0,train
pair_000337,demo,supervision_edge,entity_0004,entity_0457,1,0,entity_0004,entity_0457,entity_0457,entity_0004,0,entity_0004,entity_0457,1,train
pair_000338,demo,supervision_edge,entity_0462,entity_0354,1,0,entity_0462,entity_0354,entity_0354,entity_0462,0,entity_0462,entity_0354,1,train
pair_000339,demo,supervision_edge,entity_0458,entity_0050,1,0,entity_0458,entity_0050,entity_0050,entity_0458,0,entity_0458,entity_0050,1,train
pair_000340,query,supervision_edge,entity_0435,entity_0496,1,0,entity_0435,entity_0496,entity_0496,entity_0435,0,entity_0435,entity_0496,1,test
pair_000341,demo,supervision_edge,entity_0125,entity_0440,1,0,entity_0125,entity_0440,entity_0440,entity_0125,0,entity_0125,entity_0440,1,train
pair_000342,query,supervision_edge,entity_0332,entity_0423,1,0,entity_0332,entity_0423,entity_0332,entity_0423,1,entity_0423,entity_0332,0,test
pair_000343,query,supervision_edge,entity_0485,entity_0209,1,0,entity_0485,entity_0209,entity_0485,entity_0209,1,entity_0209,entity_0485,0,test
pair_000344,query,supervision_edge,entity_0186,entity_0023,1,0,entity_0186,entity_0023,entity_0186,entity_0023,1,entity_0023,entity_0186,0,test
pair_000345,query,supervision_edge,entity_0431,entity_0253,1,0,entity_0431,entity_0253,entity_0431,entity_0253,1,entity_0253,entity_0431,0,test
pair_000346,demo,supervision_edge,entity_0043,entity_0339,1,0,entity_0043,entity_0339,entity_0339,entity_0043,0,entity_0043,entity_0339,1,train
pair_000347,query,supervision_edge,entity_0130,entity_0131,1,0,entity_0130,entity_0131,entity_0130,entity_0131,1,entity_0131,entity_0130,0,test
pair_000348,demo,supervision_edge,entity_0377,entity_0059,1,0,entity_0377,entity_0059,entity_0059,entity_0377,0,entity_0377,entity_0059,1,train
pair_000349,demo,supervision_edge,entity_0382,entity_0496,1,0,entity_0382,entity_0496,entity_0382,entity_0496,1,entity_0496,entity_0382,0,train
pair_000350,demo,supervision_edge,entity_0010,entity_0398,1,0,entity_0010,entity_0398,entity_0010,entity_0398,1,entity_0398,entity_0010,0,train
pair_000351,demo,supervision_edge,entity_0297,entity_0465,1,0,entity_0297,entity_0465,entity_0465,entity_0297,0,entity_0297,entity_0465,1,train
pair_000352,demo,supervision_edge,entity_0267,entity_0070,1,0,entity_0267,entity_0070,entity_0267,entity_0070,1,entity_0070,entity_0267,0,train
pair_000353,demo,supervision_edge,entity_0278,entity_0016,1,0,entity_0278,entity_0016,entity_0016,entity_0278,0,entity_0278,entity_0016,1,train
pair_000354,demo,supervision_edge,entity_0190,entity_0089,1,0,entity_0190,entity_0089,entity_0190,entity_0089,1,entity_0089,entity_0190,0,train
pair_000355,demo,supervision_edge,entity_0143,entity_0413,1,0,entity_0143,entity_0413,entity_0413,entity_0143,0,entity_0143,entity_0413,1,train
pair_000356,demo,supervision_edge,entity_0405,entity_0475,1,0,entity_0405,entity_0475,entity_0405,entity_0475,1,entity_0475,entity_0405,0,train
pair_000357,demo,supervision_edge,entity_0355,entity_0026,1,0,entity_0355,entity_0026,entity_0026,entity_0355,0,entity_0355,entity_0026,1,train
pair_000358,query,supervision_edge,entity_0328,entity_0209,1,0,entity_0328,entity_0209,entity_0209,entity_0328,0,entity_0328,entity_0209,1,test
pair_000359,query,supervision_edge,entity_0025,entity_0423,1,0,entity_0025,entity_0423,entity_0423,entity_0025,0,entity_0025,entity_0423,1,test
pair_000360,demo,supervision_edge,entity_0309,entity_0439,1,0,entity_0309,entity_0439,entity_0439,entity_0309,0,entity_0309,entity_0439,1,train
pair_000361,query,supervision_edge,entity_0231,entity_0162,1,0,entity_0231,entity_0162,entity_0162,entity_0231,0,entity_0231,entity_0162,1,test
pair_000362,demo,supervision_edge,entity_0418,entity_0034,1,0,entity_0418,entity_0034,entity_0418,entity_0034,1,entity_0034,entity_0418,0,train
pair_000363,demo,supervision_edge,entity_0368,entity_0273,1,0,entity_0368,entity_0273,entity_0368,entity_0273,1,entity_0273,entity_0368,0,train
pair_000364,query,supervision_edge,entity_0101,entity_0169,1,0,entity_0101,entity_0169,entity_0101,entity_0169,1,entity_0169,entity_0101,0,test
pair_000365,query,supervision_edge,entity_0058,entity_0343,1,0,entity_0058,entity_0343,entity_0058,entity_0343,1,entity_0343,entity_0058,0,test
pair_000366,query,supervision_edge,entity_0404,entity_0191,1,0,entity_0404,entity_0191,entity_0191,entity_0404,0,entity_0404,entity_0191,1,test
pair_000367,demo,supervision_edge,entity_0302,entity_0441,1,0,entity_0302,entity_0441,entity_0302,entity_0441,1,entity_0441,entity_0302,0,train
pair_000368,demo,supervision_edge,entity_0158,entity_0089,1,0,entity_0158,entity_0089,entity_0089,entity_0158,0,entity_0158,entity_0089,1,train
pair_000369,demo,supervision_edge,entity_0497,entity_0479,1,0,entity_0497,entity_0479,entity_0479,entity_0497,0,entity_0497,entity_0479,1,train
pair_000370,demo,supervision_edge,entity_0213,entity_0209,1,0,entity_0213,entity_0209,entity_0209,entity_0213,0,entity_0213,entity_0209,1,train
pair_000371,demo,supervision_edge,entity_0306,entity_0050,1,0,entity_0306,entity_0050,entity_0306,entity_0050,1,entity_0050,entity_0306,0,train
pair_000372,query,supervision_edge,entity_0303,entity_0421,1,0,entity_0303,entity_0421,entity_0421,entity_0303,0,entity_0303,entity_0421,1,test
pair_000373,demo,supervision_edge,entity_0226,entity_0156,1,0,entity_0226,entity_0156,entity_0226,entity_0156,1,entity_0156,entity_0226,0,train
pair_000374,query,supervision_edge,entity_0486,entity_0006,1,0,entity_0486,entity_0006,entity_0486,entity_0006,1,entity_0006,entity_0486,0,test
pair_000375,query,supervision_edge,entity_0311,entity_0477,1,0,entity_0311,entity_0477,entity_0477,entity_0311,0,entity_0311,entity_0477,1,test
