entity_1,entity_2,label,split
entity_0167,entity_0077,1,test
entity_0199,entity_0399,0,train
entity_0399,entity_0199,1,test
entity_0092,entity_0444,1,train
entity_0444,entity_0092,0,test
entity_0250,entity_0465,1,train
entity_0465,entity_0250,0,test
entity_0003,entity_0403,0,train
entity_0403,entity_0003,1,test
entity_0262,entity_0177,1,train
entity_0177,entity_0262,0,test
entity_0163,entity_0110,1,train
entity_0110,entity_0163,0,test
entity_0467,entity_0218,0,train
entity_0218,entity_0467,1,test
entity_0468,entity_0348,0,train
entity_0348,entity_0468,1,test
entity_0268,entity_0169,1,train
entity_0169,entity_0268,0,test
entity_0161,entity_0401,1,train
entity_0401,entity_0161,0,test
entity_0100,entity_0325,1,train
entity_0325,entity_0100,0,test
entity_0069,entity_0257,1,train
entity_0257,entity_0069,0,test
entity_0253,entity_0274,0,train
entity_0274,entity_0253,1,test
entity_0114,entity_0041,1,train
entity_0041,entity_0114,0,test
entity_0257,entity_0381,0,train
entity_0381,entity_0257,1,test
entity_0199,entity_0463,0,train
entity_0463,entity_0199,1,test
entity_0407,entity_0441,1,train
entity_0441,entity_0407,0,test
entity_0115,entity_0410,0,train
entity_0410,entity_0115,1,test
entity_0144,entity_0398,1,train
entity_0398,entity_0144,0,test
entity_0326,entity_0203,1,train
entity_0203,entity_0326,0,test
entity_0447,entity_0185,1,train
entity_0185,entity_0447,0,test
entity_0229,entity_0213,0,train
entity_0213,entity_0229,1,test
entity_0112,entity_0220,1,train
entity_0220,entity_0112,0,test
entity_0483,entity_0255,0,train
entity_0255,entity_0483,1,test
entity_0169,entity_0208,0,train
entity_0208,entity_0169,1,test
entity_0232,entity_0331,1,train
entity_0331,entity_0232,0,test
entity_0439,entity_0121,0,train
entity_0121,entity_0439,1,test
entity_0290,entity_0110,1,train
entity_0110,entity_0290,0,test
entity_0224,entity_0177,1,train
entity_0177,entity_0224,0,test
entity_0048,entity_0115,1,train
entity_0115,entity_0048,0,test
entity_0053,entity_0169,1,train
entity_0169,entity_0053,0,test
entity_0422,entity_0201,1,train
entity_0201,entity_0422,0,test
entity_0292,entity_0373,1,train
entity_0373,entity_0292,0,test
entity_0319,entity_0001,1,train
entity_0001,entity_0319,0,test
entity_0240,entity_0070,1,train
entity_0070,entity_0240,0,test
entity_0035,entity_0209,1,train
entity_0209,entity_0035,0,test
entity_0097,entity_0110,1,train
entity_0110,entity_0097,0,test
entity_0056,entity_0423,1,train
entity_0423,entity_0056,0,test
entity_0109,entity_0460,0,train
entity_0460,entity_0109,1,test
entity_0205,entity_0120,0,train
entity_0120,entity_0205,1,test
entity_0449,entity_0286,1,train
entity_0286,entity_0449,0,test
entity_0040,entity_0138,1,train
entity_0138,entity_0040,0,test
entity_0201,entity_0368,0,train
entity_0368,entity_0201,1,test
entity_0479,entity_0117,0,train
entity_0117,entity_0479,1,test
entity_0060,entity_0489,0,train
entity_0489,entity_0060,1,test
entity_0174,entity_0016,1,train
entity_0016,entity_0174,0,test
entity_0440,entity_0449,0,train
entity_0449,entity_0440,1,test
entity_0372,entity_0040,0,train
entity_0040,entity_0372,1,test
entity_0100,entity_0110,1,train
entity_0110,entity_0100,0,test
entity_0413,entity_0304,0,train
entity_0304,entity_0413,1,test
entity_0003,entity_0269,0,train
entity_0269,entity_0003,1,test
entity_0168,entity_0229,1,train
entity_0229,entity_0168,0,test
entity_0273,entity_0012,0,train
entity_0012,entity_0273,1,test
entity_0162,entity_0074,0,train
entity_0074,entity_0162,1,test
entity_0312,entity_0156,1,train
entity_0156,entity_0312,0,test
entity_0461,entity_0060,1,train
entity_0060,entity_0461,0,test
entity_0450,entity_0089,1,train
entity_0089,entity_0450,0,test
entity_0353,entity_0175,0,train
entity_0175,entity_0353,1,test
entity_0063,entity_0481,0,train
entity_0481,entity_0063,1,test
entity_0287,entity_0475,1,train
entity_0475,entity_0287,0,test
entity_0235,entity_0489,0,train
entity_0489,entity_0235,1,test
entity_0252,entity_0456,0,train
entity_0456,entity_0252,1,test
entity_0344,entity_0439,1,train
entity_0439,entity_0344,0,test
entity_0008,entity_0001,1,train
entity_0001,entity_0008,0,test
entity_0032,entity_0468,1,train
entity_0468,entity_0032,0,test
entity_0070,entity_0234,0,train
entity_0234,entity_0070,1,test
entity_0240,entity_0227,1,train
entity_0227,entity_0240,0,test
entity_0465,entity_0458,0,train
entity_0458,entity_0465,1,test
entity_0475,entity_0189,0,train
entity_0189,entity_0475,1,test
entity_0248,entity_0480,0,train
entity_0480,entity_0248,1,test
entity_0483,entity_0111,0,train
entity_0111,entity_0483,1,test
entity_0421,entity_0330,0,train
entity_0330,entity_0421,1,test
entity_0011,entity_0037,1,train
entity_0037,entity_0011,0,test
entity_0220,entity_0096,0,train
entity_0096,entity_0220,1,test
entity_0471,entity_0398,1,train
entity_0398,entity_0471,0,test
entity_0448,entity_0138,1,train
entity_0138,entity_0448,0,test
entity_0126,entity_0271,0,train
entity_0271,entity_0126,1,test
entity_0353,entity_0180,0,train
entity_0180,entity_0353,1,test
entity_0220,entity_0035,0,train
entity_0035,entity_0220,1,test
entity_0050,entity_0395,0,train
entity_0395,entity_0050,1,test
entity_0289,entity_0373,1,train
entity_0373,entity_0289,0,test
entity_0464,entity_0491,0,train
entity_0491,entity_0464,1,test
entity_0474,entity_0238,0,train
entity_0238,entity_0474,1,test
entity_0007,entity_0026,1,train
entity_0026,entity_0007,0,test
entity_0183,entity_0003,1,train
entity_0003,entity_0183,0,test
entity_0169,entity_0028,0,train
entity_0028,entity_0169,1,test
entity_0152,entity_0440,1,train
entity_0440,entity_0152,0,test
entity_0037,entity_0179,0,train
entity_0179,entity_0037,1,test
entity_0218,entity_0003,1,train
entity_0003,entity_0218,0,test
entity_0432,entity_0220,1,train
entity_0220,entity_0432,0,test
entity_0077,entity_0106,0,train
entity_0106,entity_0077,1,test
entity_0299,entity_0227,1,train
entity_0227,entity_0299,0,test
entity_0421,entity_0370,0,train
entity_0370,entity_0421,1,test
entity_0199,entity_0192,0,train
entity_0192,entity_0199,1,test
entity_0447,entity_0354,1,train
entity_0354,entity_0447,0,test
entity_0206,entity_0440,1,train
entity_0440,entity_0206,0,test
entity_0477,entity_0079,0,train
entity_0079,entity_0477,1,test
entity_0438,entity_0266,0,train
entity_0266,entity_0438,1,test
entity_0235,entity_0340,0,train
entity_0340,entity_0235,1,test
entity_0225,entity_0444,1,train
entity_0444,entity_0225,0,test
entity_0321,entity_0089,1,train
entity_0089,entity_0321,0,test
entity_0037,entity_0269,0,train
entity_0269,entity_0037,1,test
entity_0030,entity_0177,1,train
entity_0177,entity_0030,0,test
entity_0442,entity_0220,1,train
entity_0220,entity_0442,0,test
entity_0169,entity_0472,0,train
entity_0472,entity_0169,1,test
entity_0373,entity_0498,0,train
entity_0498,entity_0373,1,test
entity_0149,entity_0427,1,train
entity_0427,entity_0149,0,test
entity_0430,entity_0389,0,train
entity_0389,entity_0430,1,test
entity_0214,entity_0159,0,train
entity_0159,entity_0214,1,test
entity_0401,entity_0047,0,train
entity_0047,entity_0401,1,test
entity_0089,entity_0228,0,train
entity_0228,entity_0089,1,test
entity_0260,entity_0191,1,train
entity_0191,entity_0260,0,test
entity_0037,entity_0013,0,train
entity_0013,entity_0037,1,test
entity_0016,entity_0099,0,train
entity_0099,entity_0016,1,test
entity_0196,entity_0225,0,train
entity_0225,entity_0196,1,test
entity_0468,entity_0181,0,train
entity_0181,entity_0468,1,test
entity_0004,entity_0041,1,train
entity_0041,entity_0004,0,test
entity_0248,entity_0264,0,train
entity_0264,entity_0248,1,test
entity_0116,entity_0413,1,train
entity_0413,entity_0116,0,test
entity_0085,entity_0203,1,train
entity_0203,entity_0085,0,test
entity_0467,entity_0295,0,train
entity_0295,entity_0467,1,test
entity_0111,entity_0001,1,train
entity_0001,entity_0111,0,test
entity_0426,entity_0248,1,train
entity_0248,entity_0426,0,test
entity_0214,entity_0341,0,train
entity_0341,entity_0214,1,test
entity_0016,entity_0018,0,train
entity_0018,entity_0016,1,test
entity_0409,entity_0401,1,train
entity_0401,entity_0409,0,test
entity_0496,entity_0333,0,train
entity_0333,entity_0496,1,test
entity_0453,entity_0237,0,train
entity_0237,entity_0453,1,test
entity_0273,entity_0234,0,train
entity_0234,entity_0273,1,test
entity_0021,entity_0003,1,train
entity_0003,entity_0021,0,test
entity_0352,entity_0039,0,train
entity_0039,entity_0352,1,test
entity_0060,entity_0314,0,train
entity_0314,entity_0060,1,test
entity_0254,entity_0020,1,train
entity_0020,entity_0254,0,test
entity_0038,entity_0273,1,train
entity_0273,entity_0038,0,test
entity_0421,entity_0367,0,train
entity_0367,entity_0421,1,test
entity_0006,entity_0155,0,train
entity_0155,entity_0006,1,test
entity_0077,entity_0268,0,train
entity_0268,entity_0077,1,test
entity_0373,entity_0267,0,train
entity_0267,entity_0373,1,test
entity_0116,entity_0026,1,train
entity_0026,entity_0116,0,test
entity_0390,entity_0020,1,train
entity_0020,entity_0390,0,test
entity_0285,entity_0001,1,train
entity_0001,entity_0285,0,test
entity_0169,entity_0080,0,train
entity_0080,entity_0169,1,test
entity_0479,entity_0212,0,train
entity_0212,entity_0479,1,test
entity_0469,entity_0076,1,train
entity_0076,entity_0469,0,test
entity_0001,entity_0051,0,train
entity_0051,entity_0001,1,test
entity_0273,entity_0102,0,train
entity_0102,entity_0273,1,test
entity_0413,entity_0459,0,train
entity_0459,entity_0413,1,test
entity_0214,entity_0284,0,train
entity_0284,entity_0214,1,test
entity_0079,entity_0439,1,train
entity_0439,entity_0079,0,test
entity_0241,entity_0316,1,train
entity_0316,entity_0241,0,test
entity_0482,entity_0177,1,train
entity_0177,entity_0482,0,test
entity_0357,entity_0016,1,train
entity_0016,entity_0357,0,test
entity_0421,entity_0024,0,train
entity_0024,entity_0421,1,test
entity_0339,entity_0418,0,train
entity_0418,entity_0339,1,test
entity_0203,entity_0380,0,train
entity_0380,entity_0203,1,test
entity_0112,entity_0488,1,train
entity_0488,entity_0112,0,test
entity_0194,entity_0413,1,train
entity_0413,entity_0194,0,test
